Country,Year,Production Mineral,Production Qty,Import Mineral Name,Import Qty,Access to electricity (% of pop),Central Govt Debt (% of GDP),Electricity from fossil (% of total),Electricity from nuclear (% of total),Electricity from renewables excl. hydro (% of total),FDI (% of GDP),FDI (US$),GDP (constant PPP),GDP (current US$),GDP growth (%),Population (Total),WGI Average,,,,
U Arab Emts,2020,Platinium Alloys & Related Metals,0,Platinium Alloys & Related Metals,0.02,100,0,94.91952516,1.304347826,3.783198602,5.689844173,0,6.18444E+11,3.49473E+11,-4.957052433,9401038,0.622147828,,,,
U Arab Emts,2021,Copper & Alloys (incl. Brass & Bronze),0,Copper & Alloys (incl. Brass & Bronze),66135,100,0,89.05080106,6.754018732,4.201345839,4.977884314,0,6.45376E+11,4.15179E+11,4.354755297,9575152,0.620889137,,,,
U Arab Emts,2021,Molybdenum & Scrap,0,Molybdenum & Scrap,1,100,0,89.05080106,6.754018732,4.201345839,4.977884314,0,6.45376E+11,4.15179E+11,4.354755297,9575152,0.620889137,,,,
U Arab Emts,2021,Platinium Alloys & Related Metals,0,Platinium Alloys & Related Metals,0.06,100,0,89.05080106,6.754018732,4.201345839,4.977884314,0,6.45376E+11,4.15179E+11,4.354755297,9575152,0.620889137,,,,
U Arab Emts,2022,Copper & Alloys (incl. Brass & Bronze),0,Copper & Alloys (incl. Brass & Bronze),54511,100,0,81.76700678,13.25029915,0,4.522601094,0,6.93842E+11,5.02732E+11,7.509697035,10074977,0.657045255,,,,
U Arab Emts,2022,Molybdenum & Scrap,0,Molybdenum & Scrap,30,100,0,81.76700678,13.25029915,0,4.522601094,0,6.93842E+11,5.02732E+11,7.509697035,10074977,0.657045255,,,,
U Arab Emts,2022,Platinium Alloys & Related Metals,0,Platinium Alloys & Related Metals,0.26,100,0,81.76700678,13.25029915,0,4.522601094,0,6.93842E+11,5.02732E+11,7.509697035,10074977,0.657045255,,,,
U Arab Emts,2023,Copper & Alloys (incl. Brass & Bronze),0,Copper & Alloys (incl. Brass & Bronze),55282,100,0,0,0,0,5.968823873,0,7.1895E+11,5.1413E+11,3.618706531,10483751,0.697471201,,,,
U Arab Emts,2023,Molybdenum & Scrap,0,Molybdenum & Scrap,7,100,0,0,0,0,5.968823873,0,7.1895E+11,5.1413E+11,3.618706531,10483751,0.697471201,,,,
U Arab Emts,2023,Platinium Alloys & Related Metals,0,Platinium Alloys & Related Metals,22,100,0,0,0,0,5.968823873,0,7.1895E+11,5.1413E+11,3.618706531,10483751,0.697471201,,,,
Uganda,2019,Beryllium (conc.),15,Beryllium (conc.),0,41.3,38.47694531,3.0449069,0,8.229791895,3.685678023,0,1.16E+11,35353061008,6.438745033,42999637,-0.653747732,,,,
Uganda,2019,Niobium (Nb2O5),3,Niobium (Nb2O5),0,41.3,38.47694531,3.0449069,0,8.229791895,3.685678023,0,1.16E+11,35353061008,6.438745033,42999637,-0.653747732,,,,
Uganda,2019,Tin,15,Tin,0,41.3,38.47694531,3.0449069,0,8.229791895,3.685678023,0,1.16E+11,35353061008,6.438745033,42999637,-0.653747732,,,,
Uganda,2019,Tungsten (W),87,Tungsten (W),0,41.3,38.47694531,3.0449069,0,8.229791895,3.685678023,0,1.16E+11,35353061008,6.438745033,42999637,-0.653747732,,,,
Uganda,2020,Beryllium (conc.),186,Beryllium (conc.),0,42.1,44.18591431,2.593722755,0,7.807977332,3.168798753,0,1.19E+11,37600368240,2.951306422,44457152,-0.672250668,,,,
Uganda,2020,Niobium (Nb2O5),52,Niobium (Nb2O5),0,42.1,44.18591431,2.593722755,0,7.807977332,3.168798753,0,1.19E+11,37600368240,2.951306422,44457152,-0.672250668,,,,
Uganda,2020,Tin,0,Tin,0,42.1,44.18591431,2.593722755,0,7.807977332,3.168798753,0,1.19E+11,37600368240,2.951306422,44457152,-0.672250668,,,,
Uganda,2020,Tungsten (W),7,Tungsten (W),0,42.1,44.18591431,2.593722755,0,7.807977332,3.168798753,0,1.19E+11,37600368240,2.951306422,44457152,-0.672250668,,,,
Uganda,2021,Beryllium (conc.),35,Beryllium (conc.),0,45.2,51.30266235,2.407582938,0,2.063507109,4.06673721,0,1.23E+11,40529788744,3.536580341,45910930,-0.70796818,,,,
Uganda,2021,Niobium (Nb2O5),9,Niobium (Nb2O5),0,45.2,51.30266235,2.407582938,0,2.063507109,4.06673721,0,1.23E+11,40529788744,3.536580341,45910930,-0.70796818,,,,
Uganda,2021,Tin,7,Tin,0,45.2,51.30266235,2.407582938,0,2.063507109,4.06673721,0,1.23E+11,40529788744,3.536580341,45910930,-0.70796818,,,,
Uganda,2021,Tungsten (W),25,Tungsten (W),0,45.2,51.30266235,2.407582938,0,2.063507109,4.06673721,0,1.23E+11,40529788744,3.536580341,45910930,-0.70796818,,,,
Uganda,2022,Beryllium (conc.),35,Beryllium (conc.),0,47.1,53.89028306,2.614718615,0,0,6.480716351,0,1.29E+11,45565333216,4.588021922,47312719,-0.673531334,,,,
Uganda,2022,Niobium (Nb2O5),0,Niobium (Nb2O5),0,47.1,53.89028306,2.614718615,0,0,6.480716351,0,1.29E+11,45565333216,4.588021922,47312719,-0.673531334,,,,
Uganda,2022,Tin,0,Tin,0,47.1,53.89028306,2.614718615,0,0,6.480716351,0,1.29E+11,45565333216,4.588021922,47312719,-0.673531334,,,,
Uganda,2022,Tungsten (W),38,Tungsten (W),0,47.1,53.89028306,2.614718615,0,0,6.480716351,0,1.29E+11,45565333216,4.588021922,47312719,-0.673531334,,,,
Uganda,2023,Beryllium (conc.),0,Beryllium (conc.),0,51.5,53.14693507,0,0,0,6.133368958,0,1.36E+11,48768955859,5.336972955,48656601,-0.662620977,,,,
Uganda,2023,Niobium (Nb2O5),0,Niobium (Nb2O5),0,51.5,53.14693507,0,0,0,6.133368958,0,1.36E+11,48768955859,5.336972955,48656601,-0.662620977,,,,
Uganda,2023,Tin,0,Tin,0,51.5,53.14693507,0,0,0,6.133368958,0,1.36E+11,48768955859,5.336972955,48656601,-0.662620977,,,,
Uganda,2023,Tungsten (W),20,Tungsten (W),0,51.5,53.14693507,0,0,0,6.133368958,0,1.36E+11,48768955859,5.336972955,48656601,-0.662620977,,,,
Ukraine,2019,Gallium,5,Gallium,0,100,48.3272696,37.49424228,53.84810012,4.104177344,3.766496761,0,7.50E+11,1.54E+11,3.199503864,44957458,-0.583714507,,,,
Ukraine,2019,Germanium,1,Germanium,0,100,48.3272696,37.49424228,53.84810012,4.104177344,3.766496761,0,7.50E+11,1.54E+11,3.199503864,44957458,-0.583714507,,,,
Ukraine,2019,Graphite,10000,Graphite,0,100,48.3272696,37.49424228,53.84810012,4.104177344,3.766496761,0,7.50E+11,1.54E+11,3.199503864,44957458,-0.583714507,,,,
Ukraine,2019,Titanium (TiO2),564050,Titanium (TiO2),0,100,48.3272696,37.49424228,53.84810012,4.104177344,3.766496761,0,7.50E+11,1.54E+11,3.199503864,44957458,-0.583714507,,,,
Ukraine,2019,Zircon,18000,Zircon,0,100,48.3272696,37.49424228,53.84810012,4.104177344,3.766496761,0,7.50E+11,1.54E+11,3.199503864,44957458,-0.583714507,,,,
Ukraine,2019,Zirconium & Scrap,0,Zirconium & Scrap,0,100,48.3272696,37.49424228,53.84810012,4.104177344,3.766496761,0,7.50E+11,1.54E+11,3.199503864,44957458,-0.583714507,,,,
Ukraine,2020,Gallium,4,Gallium,0,100,58.71618507,36.72198751,51.34663459,7.687137399,0.194103193,0,7.22E+11,1.57E+11,-3.75281794,44680014,-0.54963983,,,,
Ukraine,2020,Germanium,1,Germanium,0,100,58.71618507,36.72198751,51.34663459,7.687137399,0.194103193,0,7.22E+11,1.57E+11,-3.75281794,44680014,-0.54963983,,,,
Ukraine,2020,Graphite,10000,Graphite,0,100,58.71618507,36.72198751,51.34663459,7.687137399,0.194103193,0,7.22E+11,1.57E+11,-3.75281794,44680014,-0.54963983,,,,
Ukraine,2020,Titanium (TiO2),537430,Titanium (TiO2),0,100,58.71618507,36.72198751,51.34663459,7.687137399,0.194103193,0,7.22E+11,1.57E+11,-3.75281794,44680014,-0.54963983,,,,
Ukraine,2020,Zircon,16000,Zircon,0,100,58.71618507,36.72198751,51.34663459,7.687137399,0.194103193,0,7.22E+11,1.57E+11,-3.75281794,44680014,-0.54963983,,,,
Ukraine,2020,Zirconium & Scrap,0,Zirconium & Scrap,0,100,58.71618507,36.72198751,51.34663459,7.687137399,0.194103193,0,7.22E+11,1.57E+11,-3.75281794,44680014,-0.54963983,,,,
Ukraine,2021,Gallium,1,Gallium,0,100,0,32.34355409,54.5904733,5.470857555,3.981661339,0,7.46E+11,2.00E+11,3.445620659,44298640,-0.542511178,,,,
Ukraine,2021,Germanium,1,Germanium,0,100,0,32.34355409,54.5904733,5.470857555,3.981661339,0,7.46E+11,2.00E+11,3.445620659,44298640,-0.542511178,,,,
Ukraine,2021,Graphite,17000,Graphite,0,100,0,32.34355409,54.5904733,5.470857555,3.981661339,0,7.46E+11,2.00E+11,3.445620659,44298640,-0.542511178,,,,
Ukraine,2021,Titanium (TiO2),489200,Titanium (TiO2),0,100,0,32.34355409,54.5904733,5.470857555,3.981661339,0,7.46E+11,2.00E+11,3.445620659,44298640,-0.542511178,,,,
Ukraine,2021,Zircon,28800,Zircon,0,100,0,32.34355409,54.5904733,5.470857555,3.981661339,0,7.46E+11,2.00E+11,3.445620659,44298640,-0.542511178,,,,
Ukraine,2021,Zirconium & Scrap,0,Zirconium & Scrap,0,100,0,32.34355409,54.5904733,5.470857555,3.981661339,0,7.46E+11,2.00E+11,3.445620659,44298640,-0.542511178,,,,
Ukraine,2022,Gallium,0,Gallium,0,100,0,29.70553738,54.7370649,0,0.136428578,0,5.32E+11,1.62E+11,-28.75858422,41048766,-0.725550171,,,,
Ukraine,2022,Germanium,0,Germanium,0,100,0,29.70553738,54.7370649,0,0.136428578,0,5.32E+11,1.62E+11,-28.75858422,41048766,-0.725550171,,,,
Ukraine,2022,Graphite,846,Graphite,0,100,0,29.70553738,54.7370649,0,0.136428578,0,5.32E+11,1.62E+11,-28.75858422,41048766,-0.725550171,,,,
Ukraine,2022,Titanium (TiO2),157300,Titanium (TiO2),0,100,0,29.70553738,54.7370649,0,0.136428578,0,5.32E+11,1.62E+11,-28.75858422,41048766,-0.725550171,,,,
Ukraine,2022,Zircon,14100,Zircon,0,100,0,29.70553738,54.7370649,0,0.136428578,0,5.32E+11,1.62E+11,-28.75858422,41048766,-0.725550171,,,,
Ukraine,2022,Zirconium & Scrap,0,Zirconium & Scrap,0,100,0,29.70553738,54.7370649,0,0.136428578,0,5.32E+11,1.62E+11,-28.75858422,41048766,-0.725550171,,,,
Ukraine,2023,Gallium,0,Gallium,0,100,0,0,0,0,2.522879211,0,5.61E+11,1.81E+11,5.534733547,37732836,-0.621429626,,,,
Ukraine,2023,Germanium,0,Germanium,0,100,0,0,0,0,2.522879211,0,5.61E+11,1.81E+11,5.534733547,37732836,-0.621429626,,,,
Ukraine,2023,Graphite,1666,Graphite,0,100,0,0,0,0,2.522879211,0,5.61E+11,1.81E+11,5.534733547,37732836,-0.621429626,,,,
Ukraine,2023,Titanium (TiO2),147700,Titanium (TiO2),0,100,0,0,0,0,2.522879211,0,5.61E+11,1.81E+11,5.534733547,37732836,-0.621429626,,,,
Ukraine,2023,Zircon,5000,Zircon,0,100,0,0,0,0,2.522879211,0,5.61E+11,1.81E+11,5.534733547,37732836,-0.621429626,,,,
Ukraine,2023,Zirconium & Scrap,0,Zirconium & Scrap,0,100,0,0,0,0,2.522879211,0,5.61E+11,1.81E+11,5.534733547,37732836,-0.621429626,,,,
United Kingdom,2019,Bismuth & Scrap,0,Bismuth & Scrap,0,100,160.3219183,43.76374111,17.37308707,35.1429075,0.694070008,0,3.51E+12,2.85E+12,1.62447518,66631000,1.361988644,,,,
United Kingdom,2019,Cobalt & Alloys (incl Waste And Scrap),0,Cobalt & Alloys (incl Waste And Scrap),85,100,160.3219183,43.76374111,17.37308707,35.1429075,0.694070008,0,3.51E+12,2.85E+12,1.62447518,66631000,1.361988644,,,,
United Kingdom,2019,Other Rare Metals Nes,0,Other Rare Metals Nes,6,100,160.3219183,43.76374111,17.37308707,35.1429075,0.694070008,0,3.51E+12,2.85E+12,1.62447518,66631000,1.361988644,,,,
United Kingdom,2019,Platinium Alloys & Related Metals,0,Platinium Alloys & Related Metals,3,100,160.3219183,43.76374111,17.37308707,35.1429075,0.694070008,0,3.51E+12,2.85E+12,1.62447518,66631000,1.361988644,,,,
United Kingdom,2019,Potash (K2O),88480,Potash (K2O),0,100,160.3219183,43.76374111,17.37308707,35.1429075,0.694070008,0,3.51E+12,2.85E+12,1.62447518,66631000,1.361988644,,,,
United Kingdom,2019,Tantalum & Scrap,0,Tantalum & Scrap,0,100,160.3219183,43.76374111,17.37308707,35.1429075,0.694070008,0,3.51E+12,2.85E+12,1.62447518,66631000,1.361988644,,,,
United Kingdom,2019,Tellurium,0,Tellurium,0,100,160.3219183,43.76374111,17.37308707,35.1429075,0.694070008,0,3.51E+12,2.85E+12,1.62447518,66631000,1.361988644,,,,
United Kingdom,2019,Titanium & Alloys(incl. Waste & Scrap),0,Titanium & Alloys(incl. Waste & Scrap),215,100,160.3219183,43.76374111,17.37308707,35.1429075,0.694070008,0,3.51E+12,2.85E+12,1.62447518,66631000,1.361988644,,,,
United Kingdom,2019,Zirconium & Scrap,0,Zirconium & Scrap,0,100,160.3219183,43.76374111,17.37308707,35.1429075,0.694070008,0,3.51E+12,2.85E+12,1.62447518,66631000,1.361988644,,,,
United Kingdom,2020,Bismuth & Scrap,0,Bismuth & Scrap,0,100,196.6405766,38.48428335,16.19431373,41.18698606,5.82864206,0,3.15E+12,2.70E+12,-10.29691886,66744000,1.274160728,,,,
United Kingdom,2020,Cobalt & Alloys (incl Waste And Scrap),0,Cobalt & Alloys (incl Waste And Scrap),78,100,196.6405766,38.48428335,16.19431373,41.18698606,5.82864206,0,3.15E+12,2.70E+12,-10.29691886,66744000,1.274160728,,,,
United Kingdom,2020,Other Rare Metals Nes,0,Other Rare Metals Nes,12,100,196.6405766,38.48428335,16.19431373,41.18698606,5.82864206,0,3.15E+12,2.70E+12,-10.29691886,66744000,1.274160728,,,,
United Kingdom,2020,Platinium Alloys & Related Metals,0,Platinium Alloys & Related Metals,4,100,196.6405766,38.48428335,16.19431373,41.18698606,5.82864206,0,3.15E+12,2.70E+12,-10.29691886,66744000,1.274160728,,,,
United Kingdom,2020,Potash (K2O),99260,Potash (K2O),0,100,196.6405766,38.48428335,16.19431373,41.18698606,5.82864206,0,3.15E+12,2.70E+12,-10.29691886,66744000,1.274160728,,,,
United Kingdom,2020,Tantalum & Scrap,0,Tantalum & Scrap,0,100,196.6405766,38.48428335,16.19431373,41.18698606,5.82864206,0,3.15E+12,2.70E+12,-10.29691886,66744000,1.274160728,,,,
United Kingdom,2020,Tellurium,0,Tellurium,0,100,196.6405766,38.48428335,16.19431373,41.18698606,5.82864206,0,3.15E+12,2.70E+12,-10.29691886,66744000,1.274160728,,,,
United Kingdom,2020,Titanium & Alloys(incl. Waste & Scrap),0,Titanium & Alloys(incl. Waste & Scrap),240,100,196.6405766,38.48428335,16.19431373,41.18698606,5.82864206,0,3.15E+12,2.70E+12,-10.29691886,66744000,1.274160728,,,,
United Kingdom,2020,Zirconium & Scrap,0,Zirconium & Scrap,1,100,196.6405766,38.48428335,16.19431373,41.18698606,5.82864206,0,3.15E+12,2.70E+12,-10.29691886,66744000,1.274160728,,,,
United Kingdom,2021,Bismuth & Scrap,0,Bismuth & Scrap,18,100,186.7949156,43.11309936,14.91281931,37.93911159,0.160847823,0,3.42E+12,3.14E+12,8.575950874,66984000,1.247126932,,,,
United Kingdom,2021,Cobalt & Alloys (incl Waste And Scrap),0,Cobalt & Alloys (incl Waste And Scrap),69,100,186.7949156,43.11309936,14.91281931,37.93911159,0.160847823,0,3.42E+12,3.14E+12,8.575950874,66984000,1.247126932,,,,
United Kingdom,2021,Other Rare Metals Nes,0,Other Rare Metals Nes,4,100,186.7949156,43.11309936,14.91281931,37.93911159,0.160847823,0,3.42E+12,3.14E+12,8.575950874,66984000,1.247126932,,,,
United Kingdom,2021,Platinium Alloys & Related Metals,0,Platinium Alloys & Related Metals,4,100,186.7949156,43.11309936,14.91281931,37.93911159,0.160847823,0,3.42E+12,3.14E+12,8.575950874,66984000,1.247126932,,,,
United Kingdom,2021,Potash (K2O),110460,Potash (K2O),0,100,186.7949156,43.11309936,14.91281931,37.93911159,0.160847823,0,3.42E+12,3.14E+12,8.575950874,66984000,1.247126932,,,,
United Kingdom,2021,Tantalum & Scrap,0,Tantalum & Scrap,1,100,186.7949156,43.11309936,14.91281931,37.93911159,0.160847823,0,3.42E+12,3.14E+12,8.575950874,66984000,1.247126932,,,,
United Kingdom,2021,Tellurium,0,Tellurium,0,100,186.7949156,43.11309936,14.91281931,37.93911159,0.160847823,0,3.42E+12,3.14E+12,8.575950874,66984000,1.247126932,,,,
United Kingdom,2021,Titanium & Alloys(incl. Waste & Scrap),0,Titanium & Alloys(incl. Waste & Scrap),224,100,186.7949156,43.11309936,14.91281931,37.93911159,0.160847823,0,3.42E+12,3.14E+12,8.575950874,66984000,1.247126932,,,,
United Kingdom,2021,Zirconium & Scrap,0,Zirconium & Scrap,0,100,186.7949156,43.11309936,14.91281931,37.93911159,0.160847823,0,3.42E+12,3.14E+12,8.575950874,66984000,1.247126932,,,,
United Kingdom,2022,Bismuth & Scrap,0,Bismuth & Scrap,0,100,141.2443972,41.33311117,14.72550326,0,1.441788923,0,3.58E+12,3.11E+12,4.839085179,67604000,1.271706164,,,,
United Kingdom,2022,Cobalt & Alloys (incl Waste And Scrap),0,Cobalt & Alloys (incl Waste And Scrap),80,100,141.2443972,41.33311117,14.72550326,0,1.441788923,0,3.58E+12,3.11E+12,4.839085179,67604000,1.271706164,,,,
United Kingdom,2022,Other Rare Metals Nes,0,Other Rare Metals Nes,147,100,141.2443972,41.33311117,14.72550326,0,1.441788923,0,3.58E+12,3.11E+12,4.839085179,67604000,1.271706164,,,,
United Kingdom,2022,Platinium Alloys & Related Metals,0,Platinium Alloys & Related Metals,3,100,141.2443972,41.33311117,14.72550326,0,1.441788923,0,3.58E+12,3.11E+12,4.839085179,67604000,1.271706164,,,,
United Kingdom,2022,Potash (K2O),133420,Potash (K2O),0,100,141.2443972,41.33311117,14.72550326,0,1.441788923,0,3.58E+12,3.11E+12,4.839085179,67604000,1.271706164,,,,
United Kingdom,2022,Tantalum & Scrap,0,Tantalum & Scrap,0,100,141.2443972,41.33311117,14.72550326,0,1.441788923,0,3.58E+12,3.11E+12,4.839085179,67604000,1.271706164,,,,
United Kingdom,2022,Tellurium,0,Tellurium,0,100,141.2443972,41.33311117,14.72550326,0,1.441788923,0,3.58E+12,3.11E+12,4.839085179,67604000,1.271706164,,,,
United Kingdom,2022,Titanium & Alloys(incl. Waste & Scrap),0,Titanium & Alloys(incl. Waste & Scrap),282,100,141.2443972,41.33311117,14.72550326,0,1.441788923,0,3.58E+12,3.11E+12,4.839085179,67604000,1.271706164,,,,
United Kingdom,2022,Zirconium & Scrap,0,Zirconium & Scrap,1,100,141.2443972,41.33311117,14.72550326,0,1.441788923,0,3.58E+12,3.11E+12,4.839085179,67604000,1.271706164,,,,
United Kingdom,2023,Bismuth & Scrap,0,Bismuth & Scrap,0,100,138.6442829,36.08410217,14.26725723,0,0.409209761,0,3.60E+12,3.37E+12,0.397082346,68492000,1.225591491,,,,
United Kingdom,2023,Cobalt & Alloys (incl Waste And Scrap),0,Cobalt & Alloys (incl Waste And Scrap),115,100,138.6442829,36.08410217,14.26725723,0,0.409209761,0,3.60E+12,3.37E+12,0.397082346,68492000,1.225591491,,,,
United Kingdom,2023,Other Rare Metals Nes,0,Other Rare Metals Nes,10,100,138.6442829,36.08410217,14.26725723,0,0.409209761,0,3.60E+12,3.37E+12,0.397082346,68492000,1.225591491,,,,
United Kingdom,2023,Platinium Alloys & Related Metals,0,Platinium Alloys & Related Metals,4,100,138.6442829,36.08410217,14.26725723,0,0.409209761,0,3.60E+12,3.37E+12,0.397082346,68492000,1.225591491,,,,
United Kingdom,2023,Potash (K2O),141260,Potash (K2O),0,100,138.6442829,36.08410217,14.26725723,0,0.409209761,0,3.60E+12,3.37E+12,0.397082346,68492000,1.225591491,,,,
United Kingdom,2023,Tantalum & Scrap,0,Tantalum & Scrap,0,100,138.6442829,36.08410217,14.26725723,0,0.409209761,0,3.60E+12,3.37E+12,0.397082346,68492000,1.225591491,,,,
United Kingdom,2023,Tellurium,0,Tellurium,0,100,138.6442829,36.08410217,14.26725723,0,0.409209761,0,3.60E+12,3.37E+12,0.397082346,68492000,1.225591491,,,,
United Kingdom,2023,Titanium & Alloys(incl. Waste & Scrap),0,Titanium & Alloys(incl. Waste & Scrap),265,100,138.6442829,36.08410217,14.26725723,0,0.409209761,0,3.60E+12,3.37E+12,0.397082346,68492000,1.225591491,,,,
United Kingdom,2023,Zirconium & Scrap,0,Zirconium & Scrap,0,100,138.6442829,36.08410217,14.26725723,0,0.409209761,0,3.60E+12,3.37E+12,0.397082346,68492000,1.225591491,,,,
United States,2019,Beryllium (conc.),4050,Beryllium (conc.),0,100,100.0582173,62.50664882,19.20255205,10.86662135,1.466965014,0,2.28E+13,2.15E+13,2.58382533,330226227,1.069333253,,,,
United States,2019,Cadmium,131,Cadmium,0,100,100.0582173,62.50664882,19.20255205,10.86662135,1.466965014,0,2.28E+13,2.15E+13,2.58382533,330226227,1.069333253,,,,
United States,2019,Cadmium (incl. Waste & Scrap),0,Cadmium (incl. Waste & Scrap),56,100,100.0582173,62.50664882,19.20255205,10.86662135,1.466965014,0,2.28E+13,2.15E+13,2.58382533,330226227,1.069333253,,,,
United States,2019,Cobalt,500,Cobalt,0,100,100.0582173,62.50664882,19.20255205,10.86662135,1.466965014,0,2.28E+13,2.15E+13,2.58382533,330226227,1.069333253,,,,
United States,2019,Cobalt & Alloys (incl Waste And Scrap),0,Cobalt & Alloys (incl Waste And Scrap),103,100,100.0582173,62.50664882,19.20255205,10.86662135,1.466965014,0,2.28E+13,2.15E+13,2.58382533,330226227,1.069333253,,,,
United States,2019,Copper,1260000,Copper,0,100,100.0582173,62.50664882,19.20255205,10.86662135,1.466965014,0,2.28E+13,2.15E+13,2.58382533,330226227,1.069333253,,,,
United States,2019,Germanium,2,Germanium,0,100,100.0582173,62.50664882,19.20255205,10.86662135,1.466965014,0,2.28E+13,2.15E+13,2.58382533,330226227,1.069333253,,,,
United States,2019,Lithium (Li2O),1450,Lithium (Li2O),0,100,100.0582173,62.50664882,19.20255205,10.86662135,1.466965014,0,2.28E+13,2.15E+13,2.58382533,330226227,1.069333253,,,,
United States,2019,Molybdenum,43600,Molybdenum,0,100,100.0582173,62.50664882,19.20255205,10.86662135,1.466965014,0,2.28E+13,2.15E+13,2.58382533,330226227,1.069333253,,,,
United States,2019,Molybdenum & Scrap,0,Molybdenum & Scrap,27,100,100.0582173,62.50664882,19.20255205,10.86662135,1.466965014,0,2.28E+13,2.15E+13,2.58382533,330226227,1.069333253,,,,
United States,2019,Nickel,13500,Nickel,0,100,100.0582173,62.50664882,19.20255205,10.86662135,1.466965014,0,2.28E+13,2.15E+13,2.58382533,330226227,1.069333253,,,,
United States,2019,Nickel And Alloys Incl. Scrap,0,Nickel And Alloys Incl. Scrap,1765,100,100.0582173,62.50664882,19.20255205,10.86662135,1.466965014,0,2.28E+13,2.15E+13,2.58382533,330226227,1.069333253,,,,
United States,2019,Palladium,14323,Palladium,0,100,100.0582173,62.50664882,19.20255205,10.86662135,1.466965014,0,2.28E+13,2.15E+13,2.58382533,330226227,1.069333253,,,,
United States,2019,Phosphate Rock (P2O5),6547000,Phosphate Rock (P2O5),0,100,100.0582173,62.50664882,19.20255205,10.86662135,1.466965014,0,2.28E+13,2.15E+13,2.58382533,330226227,1.069333253,,,,
United States,2019,Platinium Alloys & Related Metals,0,Platinium Alloys & Related Metals,1,100,100.0582173,62.50664882,19.20255205,10.86662135,1.466965014,0,2.28E+13,2.15E+13,2.58382533,330226227,1.069333253,,,,
United States,2019,Platinum,4152,Platinum,0,100,100.0582173,62.50664882,19.20255205,10.86662135,1.466965014,0,2.28E+13,2.15E+13,2.58382533,330226227,1.069333253,,,,
United States,2019,Potash (K2O),510000,Potash (K2O),0,100,100.0582173,62.50664882,19.20255205,10.86662135,1.466965014,0,2.28E+13,2.15E+13,2.58382533,330226227,1.069333253,,,,
United States,2019,Rare Earths (REO),27620,Rare Earths (REO),0,100,100.0582173,62.50664882,19.20255205,10.86662135,1.466965014,0,2.28E+13,2.15E+13,2.58382533,330226227,1.069333253,,,,
United States,2019,Rhenium,8360,Rhenium,0,100,100.0582173,62.50664882,19.20255205,10.86662135,1.466965014,0,2.28E+13,2.15E+13,2.58382533,330226227,1.069333253,,,,
United States,2019,Selenium,144,Selenium,0,100,100.0582173,62.50664882,19.20255205,10.86662135,1.466965014,0,2.28E+13,2.15E+13,2.58382533,330226227,1.069333253,,,,
United States,2019,Tantalum & Scrap,0,Tantalum & Scrap,0,100,100.0582173,62.50664882,19.20255205,10.86662135,1.466965014,0,2.28E+13,2.15E+13,2.58382533,330226227,1.069333253,,,,
United States,2019,Tellurium,2,Tellurium,0,100,100.0582173,62.50664882,19.20255205,10.86662135,1.466965014,0,2.28E+13,2.15E+13,2.58382533,330226227,1.069333253,,,,
United States,2019,Titanium & Alloys(incl. Waste & Scrap),0,Titanium & Alloys(incl. Waste & Scrap),1986,100,100.0582173,62.50664882,19.20255205,10.86662135,1.466965014,0,2.28E+13,2.15E+13,2.58382533,330226227,1.069333253,,,,
United States,2019,Titanium (TiO2),100000,Titanium (TiO2),0,100,100.0582173,62.50664882,19.20255205,10.86662135,1.466965014,0,2.28E+13,2.15E+13,2.58382533,330226227,1.069333253,,,,
United States,2019,Tungsten And Alloys Incl. Scrap,0,Tungsten And Alloys Incl. Scrap,55,100,100.0582173,62.50664882,19.20255205,10.86662135,1.466965014,0,2.28E+13,2.15E+13,2.58382533,330226227,1.069333253,,,,
United States,2019,Vanadium (V),460,Vanadium (V),0,100,100.0582173,62.50664882,19.20255205,10.86662135,1.466965014,0,2.28E+13,2.15E+13,2.58382533,330226227,1.069333253,,,,
United States,2019,Zircon,30000,Zircon,0,100,100.0582173,62.50664882,19.20255205,10.86662135,1.466965014,0,2.28E+13,2.15E+13,2.58382533,330226227,1.069333253,,,,
United States,2020,Beryllium (conc.),4160,Beryllium (conc.),0,100,124.5146964,60.40603346,19.32255144,12.68174828,0.641871902,0,2.23E+13,2.14E+13,-2.163029139,331577720,0.952620389,,,,
United States,2020,Cadmium,211,Cadmium,0,100,124.5146964,60.40603346,19.32255144,12.68174828,0.641871902,0,2.23E+13,2.14E+13,-2.163029139,331577720,0.952620389,,,,
United States,2020,Cadmium (incl. Waste & Scrap),0,Cadmium (incl. Waste & Scrap),182,100,124.5146964,60.40603346,19.32255144,12.68174828,0.641871902,0,2.23E+13,2.14E+13,-2.163029139,331577720,0.952620389,,,,
United States,2020,Cobalt,600,Cobalt,0,100,124.5146964,60.40603346,19.32255144,12.68174828,0.641871902,0,2.23E+13,2.14E+13,-2.163029139,331577720,0.952620389,,,,
United States,2020,Cobalt & Alloys (incl Waste And Scrap),0,Cobalt & Alloys (incl Waste And Scrap),92,100,124.5146964,60.40603346,19.32255144,12.68174828,0.641871902,0,2.23E+13,2.14E+13,-2.163029139,331577720,0.952620389,,,,
United States,2020,Copper,1200000,Copper,0,100,124.5146964,60.40603346,19.32255144,12.68174828,0.641871902,0,2.23E+13,2.14E+13,-2.163029139,331577720,0.952620389,,,,
United States,2020,Germanium,2,Germanium,0,100,124.5146964,60.40603346,19.32255144,12.68174828,0.641871902,0,2.23E+13,2.14E+13,-2.163029139,331577720,0.952620389,,,,
